0, 0, Header, 1, 9, 96 
1, 0, Start_track 
1, 0, Time_signature, 4, 2, 24, 8 
1, 0, Tempo, 500000 
1, 0, Program_c, 1, 6 
1, 0, End_track 
2, 0, Start_track 
2, 0, Note_on_c, 0, 84, 100 
2, 48, Note_off_c, 0, 84, 100 
2, 48, Note_on_c, 0, 69, 100 
2, 240, Note_off_c, 0, 69, 100 
2, 240, Note_on_c, 0, 71, 100 
2, 432, Note_off_c, 0, 71, 100 
2, 432, Note_on_c, 0, 72, 100 
2, 576, Note_off_c, 0, 72, 100 
2, 576, Note_on_c, 0, 71, 100 
2, 672, Note_off_c, 0, 71, 100 
2, 672, Note_on_c, 0, 69, 100 
2, 816, Note_off_c, 0, 69, 100 
2, 816, Note_on_c, 0, 76, 100 
2, 912, Note_off_c, 0, 76, 100 
2, 912, Note_on_c, 0, 77, 100 
2, 960, Note_off_c, 0, 77, 100 
2, 960, Note_on_c, 0, 79, 100 
2, 1008, Note_off_c, 0, 79, 100 
2, 1008, Note_on_c, 0, 44, 100 
2, 1104, Note_off_c, 0, 44, 100 
2, 1104, Note_on_c, 0, 69, 100 
2, 1152, Note_off_c, 0, 69, 100 
2, 1152, Note_on_c, 0, 44, 100 
2, 1200, Note_off_c, 0, 44, 100 
2, 1200, Note_on_c, 0, 79, 100 
2, 1296, Note_off_c, 0, 79, 100 
2, 1296, Note_on_c, 0, 47, 100 
2, 1344, Note_off_c, 0, 47, 100 
2, 1344, Note_on_c, 0, 38, 100 
2, 1440, Note_off_c, 0, 38, 100 
2, 1440, Note_on_c, 0, 41, 100 
2, 1632, Note_off_c, 0, 41, 100 
2, 1632, Note_on_c, 0, 50, 100 
2, 1680, Note_off_c, 0, 50, 100 
2, 1680, Note_on_c, 0, 46, 100 
2, 1728, Note_off_c, 0, 46, 100 
2, 1728, Note_on_c, 0, 50, 100 
2, 1776, Note_off_c, 0, 50, 100 
2, 1776, Note_on_c, 0, 46, 100 
2, 1824, Note_off_c, 0, 46, 100 
2, 1824, Note_on_c, 0, 55, 100 
2, 1872, Note_off_c, 0, 55, 100 
2, 1872, Note_on_c, 0, 46, 100 
2, 1920, Note_off_c, 0, 46, 100 
2, 1920, Note_on_c, 0, 56, 100 
2, 2016, Note_off_c, 0, 56, 100 
2, 2016, Note_on_c, 0, 50, 100 
2, 2208, Note_off_c, 0, 50, 100 
2, 2208, Note_on_c, 0, 60, 100 
2, 2304, Note_off_c, 0, 60, 100 
2, 2304, Note_on_c, 0, 59, 100 
2, 2496, Note_off_c, 0, 59, 100 
2, 2496, Note_on_c, 0, 57, 100 
2, 2784, Note_off_c, 0, 32, 100 
2, 2784, Note_on_c, 0, 72, 100 
2, 2976, Note_off_c, 0, 72, 100 
2, 2976, Note_on_c, 0, 64, 100 
2, 3024, Note_off_c, 0, 64, 100 
2, 3024, Note_on_c, 0, 62, 100 
2, 3072, Note_off_c, 0, 62, 100 
2, 3072, Note_on_c, 0, 66, 100 
2, 3120, Note_off_c, 0, 66, 100 
2, 3120, Note_on_c, 0, 62, 100 
