0, 0, Header, 1, 3, 96
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Title_t, "untitled"
1, 0, Title_t, "Track1"
1, 0, Tempo, 600000
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Track2"
2, 0, Program_c, 0, 6
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 69
2, 24, Note_on_c, 0, 71, 93
2, 48, Note_off_c, 0, 71, 0
2, 72, Note_on_c, 0, 67, 93
2, 96, Note_off_c, 0, 67, 0
2, 120, Note_on_c, 0, 62, 93
2, 144, Note_off_c, 0, 62, 0
2, 168, Note_on_c, 0, 59, 93
2, 192, Note_off_c, 0, 59, 0
2, 216, Note_on_c, 0, 55, 93
2, 240, Note_off_c, 0, 55, 0
2, 240, Note_on_c, 0, 54, 93
2, 264, Note_off_c, 0, 54, 0
2, 264, Note_on_c, 0, 52, 93
2, 288, Note_off_c, 0, 52, 0
2, 288, Note_on_c, 0, 54, 93
2, 336, Note_off_c, 0, 54, 0
2, 336, Note_on_c, 0, 57, 93
2, 384, Note_off_c, 0, 57, 0
2, 384, Note_on_c, 0, 62, 93
2, 432, Note_off_c, 0, 62, 0
2, 432, Note_on_c, 0, 66, 93
2, 480, Note_off_c, 0, 66, 0
2, 480, Note_on_c, 0, 69, 93
2, 528, Note_off_c, 0, 69, 0
2, 528, Note_on_c, 0, 74, 93
2, 576, Note_off_c, 0, 74, 0
2, 600, Note_on_c, 0, 67, 93
2, 624, Note_off_c, 0, 67, 0
2, 648, Note_on_c, 0, 64, 93
2, 672, Note_off_c, 0, 64, 0
2, 696, Note_on_c, 0, 61, 93
2, 720, Note_off_c, 0, 61, 0
2, 744, Note_on_c, 0, 57, 93
2, 768, Note_off_c, 0, 57, 0
2, 792, Note_on_c, 0, 55, 93
2, 816, Note_off_c, 0, 55, 0
2, 816, Note_on_c, 0, 54, 93
2, 840, Note_off_c, 0, 54, 0
2, 840, Note_on_c, 0, 52, 93
2, 864, Note_off_c, 0, 52, 0
2, 864, Note_on_c, 0, 50, 93
2, 912, Note_off_c, 0, 50, 0
2, 912, Note_on_c, 0, 54, 93
2, 960, Note_off_c, 0, 54, 0
2, 960, Note_on_c, 0, 57, 93
2, 1008, Note_off_c, 0, 57, 0
2, 1008, Note_on_c, 0, 62, 93
2, 1056, Note_off_c, 0, 62, 0
2, 1056, Note_on_c, 0, 66, 93
2, 1104, Note_off_c, 0, 66, 0
2, 1104, Note_on_c, 0, 69, 93
2, 1152, Note_off_c, 0, 69, 0
2, 1176, Note_on_c, 0, 67, 93
2, 1200, Note_off_c, 0, 67, 0
2, 1224, Note_on_c, 0, 62, 93
2, 1248, Note_off_c, 0, 62, 0
2, 1272, Note_on_c, 0, 59, 93
2, 1296, Note_off_c, 0, 59, 0
2, 1320, Note_on_c, 0, 55, 93
2, 1344, Note_off_c, 0, 55, 0
2, 1368, Note_on_c, 0, 53, 93
2, 1392, Note_off_c, 0, 53, 0
2, 1392, Note_on_c, 0, 52, 93
2, 1416, Note_off_c, 0, 52, 0
2, 1416, Note_on_c, 0, 50, 93
2, 1440, Note_off_c, 0, 50, 0
2, 1440, Note_on_c, 0, 48, 93
2, 1488, Note_off_c, 0, 48, 0
2, 1488, Note_on_c, 0, 52, 93
2, 1536, Note_off_c, 0, 52, 0
2, 1536, Note_on_c, 0, 55, 93
2, 1584, Note_off_c, 0, 55, 0
2, 1584, Note_on_c, 0, 60, 93
2, 1632, Note_off_c, 0, 60, 0
2, 1632, Note_on_c, 0, 64, 93
2, 1680, Note_off_c, 0, 64, 0
2, 1680, Note_on_c, 0, 67, 93
2, 1728, Note_off_c, 0, 67, 0
2, 1752, Note_on_c, 0, 66, 93
2, 1776, Note_off_c, 0, 66, 0
2, 1800, Note_on_c, 0, 62, 93
2, 1824, Note_off_c, 0, 62, 0
2, 1848, Note_on_c, 0, 57, 93
2, 1872, Note_off_c, 0, 57, 0
2, 1896, Note_on_c, 0, 54, 93
2, 1920, Note_off_c, 0, 54, 0
2, 1944, Note_on_c, 0, 50, 93
2, 1968, Note_off_c, 0, 50, 0
2, 1968, Note_on_c, 0, 48, 93
2, 1992, Note_off_c, 0, 48, 0
2, 1992, Note_on_c, 0, 50, 93
2, 2016, Note_off_c, 0, 50, 0
2, 2016, Note_on_c, 0, 43, 93
2, 2064, Note_off_c, 0, 43, 0
2, 2064, Note_on_c, 0, 47, 93
