0, 0, Header, 1, 5, 96
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Title_t, "untitled"
1, 0, Title_t, "Track1"
1, 0, Tempo, 600000
1, 31488, Tempo, 600000
1, 31494, Tempo, 606060
1, 31500, Tempo, 612244
1, 31506, Tempo, 612244
1, 31512, Tempo, 618556
1, 31518, Tempo, 618556
1, 31530, Tempo, 625000
1, 31536, Tempo, 625000
1, 31542, Tempo, 625000
1, 31548, Tempo, 631578
1, 31554, Tempo, 638297
1, 31560, Tempo, 638297
1, 31566, Tempo, 645161
1, 31572, Tempo, 645161
1, 31578, Tempo, 645161
1, 31584, Tempo, 652173
1, 31590, Tempo, 659340
1, 31596, Tempo, 659340
1, 31602, Tempo, 666666
1, 31608, Tempo, 666666
1, 31614, Tempo, 674157
1, 31626, Tempo, 674157
1, 31632, Tempo, 674157
1, 31638, Tempo, 681818
1, 31644, Tempo, 681818
1, 31650, Tempo, 689655
1, 31656, Tempo, 689655
1, 31662, Tempo, 697674
1, 31668, Tempo, 697674
1, 31674, Tempo, 705882
1, 31680, Tempo, 705882
1, 31686, Tempo, 714285
1, 31692, Tempo, 722891
1, 31698, Tempo, 722891
1, 31704, Tempo, 731707
1, 31710, Tempo, 731707
1, 31722, Tempo, 731707
1, 31728, Tempo, 740740
1, 31734, Tempo, 750000
1, 31740, Tempo, 750000
1, 31746, Tempo, 750000
1, 31752, Tempo, 759493
1, 31758, Tempo, 769230
1, 31764, Tempo, 769230
1, 31770, Tempo, 779220
1, 31776, Tempo, 779220
1, 31782, Tempo, 789473
1, 31788, Tempo, 789473
1, 31794, Tempo, 800000
1, 31800, Tempo, 800000
1, 31806, Tempo, 800000
1, 31818, Tempo, 810810
1, 31824, Tempo, 821917
1, 31830, Tempo, 821917
1, 31836, Tempo, 833333
1, 31842, Tempo, 833333
1, 31848, Tempo, 833333
1, 31854, Tempo, 845070
1, 31860, Tempo, 845070
1, 31866, Tempo, 857142
1, 31872, Tempo, 869565
1, 31878, Tempo, 869565
1, 31878, Tempo, 869565
1, 31884, Tempo, 882352
1, 31884, Tempo, 895522
1, 31890, Tempo, 895522
1, 31890, Tempo, 895522
1, 31896, Tempo, 909090
1, 31896, Tempo, 923076
1, 31902, Tempo, 923076
1, 31902, Tempo, 937500
